run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created	bam_ftp	bam_bytes	bam_md5
ERR7434802	ERP133481	SAMEA11322734	ERS8967575	ERX7004507	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SNRPA1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	220313528	27759504528	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SNRPA1_p	E-MTAB-11202:SNRPA1_	8097107829;8263087653	ad885ac5aab5bdffb33c4aa72aceed0f;57084a875ca15373d550edc107e0c59b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434802/ERR7434802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434802/ERR7434802_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/002/ERR7434802/ERR7434802_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/002/ERR7434802/ERR7434802_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434802/ERR7434802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434802/ERR7434802_2.fastq.gz	7821365247;7987425709	c3197ef8705e724f37576682c4e79dac;a02963bb523f60bfb884e27356017364	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434802/SNRPA1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434802/SNRPA1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434802/SNRPA1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434802/SNRPA1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434802/SNRPA1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434802/SNRPA1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SNRPA1	ArrayExpress	SNRPA1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/002/ERR7434802.bam	15575124833	3f6b487e3a866ba437a074ccc317934e
ERR7434685	ERP133481	SAMEA11322617	ERS8967458	ERX7004390	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	HSPA5_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	230449710	29036663460	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:HSPA5_p	E-MTAB-11202:HSPA5_	8281501210;8507554482	b503a6a07c99b32d21020e1f7a536a0f;28e2bd4948a4cc90b489c6b30d40cd40	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434685/ERR7434685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434685/ERR7434685_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/005/ERR7434685/ERR7434685_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/005/ERR7434685/ERR7434685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434685/ERR7434685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434685/ERR7434685_2.fastq.gz	7971753369;8197150637	17300eb182560734c7af449a6d66cdb9;da26987c107640d3855f8f7aef69d1e1	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434685/HSPA5_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434685/HSPA5_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434685/HSPA5_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434685/HSPA5_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434685/HSPA5_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434685/HSPA5_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:HSPA5	ArrayExpress	HSPA5		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/005/ERR7434685.bam	15945960662	914c0853ee198d98eb32ee023c7a9d3f
ERR7434809	ERP133481	SAMEA11322741	ERS8967582	ERX7004514	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SNRPD3_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	205740184	25923263184	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SNRPD3_p	E-MTAB-11202:SNRPD3_	7371650366;7367620455	430595234909d1f3a1707434c6f930c2;a84c3dc5aa04bbebc72a00af74ee489c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434809/ERR7434809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434809/ERR7434809_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/009/ERR7434809/ERR7434809_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/009/ERR7434809/ERR7434809_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434809/ERR7434809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434809/ERR7434809_2.fastq.gz	7105887875;7101013202	1ce674addad2b57fc09e0d228458837b;d07acc4c8e7ff9062739fb3fbf38e0a0	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434809/SNRPD3_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434809/SNRPD3_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434809/SNRPD3_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434809/SNRPD3_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434809/SNRPD3_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434809/SNRPD3_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SNRPD3	ArrayExpress	SNRPD3		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/009/ERR7434809.bam	13936481254	d4638e8d9d152f42fd23070b45ba44c1
ERR7434749	ERP133481	SAMEA11322681	ERS8967522	ERX7004454	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	PRPF4_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	238396186	30037919436	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:PRPF4_p	E-MTAB-11202:PRPF4_	8502752533;8905962921	8627efdd062c17feecfa378f060ff050;76f6257f570a5725cf6d1a688f818f7a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434749/ERR7434749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434749/ERR7434749_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/009/ERR7434749/ERR7434749_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/009/ERR7434749/ERR7434749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434749/ERR7434749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434749/ERR7434749_2.fastq.gz	8194699448;8598757316	d55e15b027318d74fe188889d9aee224;3b8b8c4d89647e5543719f866a470200	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434749/PRPF4_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434749/PRPF4_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434749/PRPF4_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434749/PRPF4_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434749/PRPF4_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434749/PRPF4_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:PRPF4	ArrayExpress	PRPF4		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/009/ERR7434749.bam	16581464174	a9b9c23f69da253a844be3435c441cfd
ERR7434813	ERP133481	SAMEA11322745	ERS8967586	ERX7004518	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SNU13_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	228382464	28776190464	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SNU13_p	E-MTAB-11202:SNU13_	8087428480;8207580217	e6c76af715791a9aa764f6a7cfd2d75e;18078e063744a6562cfb175d18168881	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434813/ERR7434813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434813/ERR7434813_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434813/ERR7434813_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434813/ERR7434813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434813/ERR7434813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434813/ERR7434813_2.fastq.gz	7793854264;7915500374	a27d4611b75d972335e0932ef040e5f6;89de19c411701d07ca66ca8dba65bc76	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434813/SNU13_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434813/SNU13_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434813/SNU13_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434813/SNU13_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434813/SNU13_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434813/SNU13_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SNU13	ArrayExpress	SNU13		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/003/ERR7434813.bam	15454629475	7d3f9fb9e56c641aa481cbd7b7cff16d
ERR7434687	ERP133481	SAMEA11322619	ERS8967460	ERX7004392	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	HTATSF1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	213134424	26854937424	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:HTATSF1_p	E-MTAB-11202:HTATSF1_	7490795003;7851026236	59d039fd0ce1e4765e3fe2f35aabc596;8b999f92e2e8a2209024960a18ba24ea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434687/ERR7434687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434687/ERR7434687_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434687/ERR7434687_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434687/ERR7434687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434687/ERR7434687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434687/ERR7434687_2.fastq.gz	7211664234;7572758626	8c8f0b6a2e6a27bba73092fa2d22c806;5888906eddfc3dc7ee17ba2121c1fd4c	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434687/HTATSF1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434687/HTATSF1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434687/HTATSF1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434687/HTATSF1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434687/HTATSF1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434687/HTATSF1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:HTATSF1	ArrayExpress	HTATSF1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/007/ERR7434687.bam	14561396898	2df52c7c3147d6a3ef02890d84af21f0
ERR7434818	ERP133481	SAMEA11322750	ERS8967591	ERX7004523	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SRPK2_r2_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	234642748	29564986248	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SRPK2_r2_p	E-MTAB-11202:SRPK2_r2_	8156733903;8519263990	b2ac496d58474781f0b58a7604a4e9f1;f3c142a570c24466f54badbeea134b3a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434818/ERR7434818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434818/ERR7434818_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434818/ERR7434818_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434818/ERR7434818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434818/ERR7434818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434818/ERR7434818_2.fastq.gz	7848220266;8209690240	ad82c59c552a09c355f07339f22e54e9;d1f67b88e06f8f9f82d5a517cc3f1016	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434818/SRPK2_r2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434818/SRPK2_r2_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434818/SRPK2_r2_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434818/SRPK2_r2_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434818/SRPK2_r2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434818/SRPK2_r2_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SRPK2_r2	ArrayExpress	SRPK2_r2		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/008/ERR7434818.bam	15808153068	9f1ce63567733f2d218167e0d31db8a4
ERR7434756	ERP133481	SAMEA11322688	ERS8967529	ERX7004461	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	RALY_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	411894282	51898679532	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:RALY_p	E-MTAB-11202:RALY_	15083344469;16287464954	5a13e8206a488e1a1009b127997162cc;a34bbfb746bc2186054291804411ef3b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434756/ERR7434756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434756/ERR7434756_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/006/ERR7434756/ERR7434756_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/006/ERR7434756/ERR7434756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434756/ERR7434756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434756/ERR7434756_2.fastq.gz	14552823157;15748083273	218e66e84bb7319819ea547f3be98e24;98be5002f4b9f4ba711e386e8b5e3751	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434756/RALY_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434756/RALY_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434756/RALY_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434756/RALY_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434756/RALY_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434756/RALY_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:RALY	ArrayExpress	RALY		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/006/ERR7434756.bam	30049181244	a3a85ab298144fe4152264d6714654c1
ERR7434820	ERP133481	SAMEA11322752	ERS8967593	ERX7004525	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SRRM2_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	219221320	27621886320	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SRRM2_p	E-MTAB-11202:SRRM2_	7581891616;7764697071	1fe20cb70339b17085f2a6f3f4f810af;817f1fc6f30b49b505ea373f8d08b1f0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434820/ERR7434820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434820/ERR7434820_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/000/ERR7434820/ERR7434820_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/000/ERR7434820/ERR7434820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434820/ERR7434820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434820/ERR7434820_2.fastq.gz	7296261800;7476531858	500bff6b4c99e219519255aa7178c731;952d06921ccbb0e5f5097346d7388d4f	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434820/SRRM2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434820/SRRM2_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434820/SRRM2_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434820/SRRM2_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434820/SRRM2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434820/SRRM2_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SRRM2	ArrayExpress	SRRM2		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/000/ERR7434820.bam	14503891282	2f0e8ba4544c15c0b66c957ed5963872
ERR7434689	ERP133481	SAMEA11322621	ERS8967462	ERX7004394	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	IK_r1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	224748448	28318304448	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:IK_r1_p	E-MTAB-11202:IK_r1_	9834181524;10319861044	dee58fa9875afbfd0f00da0cae9cc510;4ce21bf70d6ddfac65a7c2703b508791	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434689/ERR7434689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434689/ERR7434689_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/009/ERR7434689/ERR7434689_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/009/ERR7434689/ERR7434689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434689/ERR7434689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434689/ERR7434689_2.fastq.gz	9535187587;10019790646	8b2e379878bdedc4db9eec94c1024638;32e2f52b08cbe559de110dd263666af4	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434689/IK_r1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434689/IK_r1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434689/IK_r1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434689/IK_r1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434689/IK_r1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434689/IK_r1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:IK_r1	ArrayExpress	IK_r1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/009/ERR7434689.bam	19217599637	903dd0441a25118661b574844188bc49
ERR7434824	ERP133481	SAMEA11322756	ERS8967597	ERX7004529	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SRSF2_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	223626196	28176900696	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SRSF2_p	E-MTAB-11202:SRSF2_	9775175983;10364657968	a2b40632215fc1c5b4c86857bc86248c;8897da6041e3f07b816449d4d5d99d20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434824/ERR7434824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434824/ERR7434824_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/004/ERR7434824/ERR7434824_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/004/ERR7434824/ERR7434824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434824/ERR7434824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434824/ERR7434824_2.fastq.gz	9479248667;10067799800	67bf8fedbdd8d9944fa334f9ef74f830;939ff71128bf36eaeafb72f871d1d892	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434824/SRSF2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434824/SRSF2_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434824/SRSF2_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434824/SRSF2_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434824/SRSF2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434824/SRSF2_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SRSF2	ArrayExpress	SRSF2		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/004/ERR7434824.bam	19218364116	23aa057875a21c13da84b2501383f342
